,,,,,
Date ,Time,PV gen (kW),Load (kW),"Temp (°C)
",pmaxpu
9/17/2015,9:00:00 AM,1.339,0.4176150998,11.86,
9/17/2015,10:00:00 AM,2.099,0.3011761197,13.639,
9/17/2015,11:00:00 AM,2.374,0.1725472389,15.19,
9/17/2015,12:00:00 PM,2.48,0.1504653669,16.238,
9/17/2015,1:00:00 PM,2.423,0.1559828567,16.76,
9/17/2015,2:00:00 PM,2.229,0.1981596545,16.883,
9/17/2015,3:00:00 PM,1.848,0.2607784124,16.626,
9/17/2015,4:00:00 PM,1.276,0.4079631965,16.006,
9/17/2015,5:00:00 PM,0.595,0.6210130608,15.038,
9/17/2015,6:00:00 PM,0.038,0.910050828,13.006,
9/17/2015,7:00:00 PM,0,1.076223718,11.481,
9/17/2015,8:00:00 PM,0,1.046177263,10.77,
9/17/2015,9:00:00 PM,0,0.9114707545,10.131,
9/17/2015,10:00:00 PM,0,0.6979407332,9.564,
9/17/2015,11:00:00 PM,0,0.3969745908,9.07,
9/17/2015,12:00:00 AM,0,0.4676594693,8.752,
9/18/2015,1:00:00 AM,0,0.3339855526,8.593,
9/18/2015,2:00:00 AM,0,0.3748584111,8.448,
9/18/2015,3:00:00 AM,0,0.3774582259,8.345,
9/18/2015,4:00:00 AM,0,0.364168389,8.361,
9/18/2015,5:00:00 AM,0,0.4225406758,8.382,
9/18/2015,6:00:00 AM,0,0.5582109325,8.411,
9/18/2015,7:00:00 AM,0.166,0.7047773208,9.152,
9/18/2015,8:00:00 AM,0.751,0.729234751,10.519,
9/18/2015,9:00:00 AM,1.564,0.6052175687,12.409,
9/18/2015,10:00:00 AM,2.018,0.494935518,13.887,
9/18/2015,11:00:00 AM,2.303,0.3741628337,15.072,
9/18/2015,12:00:00 PM,2.43,0.3282825077,16.074,
9/18/2015,1:00:00 PM,2.45,0.2567922641,16.748,
9/18/2015,2:00:00 PM,2.267,0.2268545857,17.055,
9/18/2015,3:00:00 PM,1.884,0.2540132191,16.992,
9/18/2015,4:00:00 PM,1.333,0.3984610408,16.521,
9/18/2015,5:00:00 PM,0.628,0.6316702539,15.533,
9/18/2015,6:00:00 PM,0.043,0.8997658272,13.077,
9/18/2015,7:00:00 PM,0,1.084095517,11.426,
9/18/2015,8:00:00 PM,0,1.05948356,10.633,
9/18/2015,9:00:00 PM,0,0.9435478687,9.923,
9/18/2015,10:00:00 PM,0,0.7583819369,9.245,
9/18/2015,11:00:00 PM,0,0.4805679442,8.66,
9/18/2015,12:00:00 AM,0,0.4991310021,8.245,
9/19/2015,1:00:00 AM,0,0.3737854423,7.872,
9/19/2015,2:00:00 AM,0,0.4062870327,7.692,
9/19/2015,3:00:00 AM,0,0.3841659463,7.464,
9/19/2015,4:00:00 AM,0,0.4171482264,7.587,
9/19/2015,5:00:00 AM,0,0.4462426629,7.605,
9/19/2015,6:00:00 AM,0,0.5178873231,7.576,
9/19/2015,7:00:00 AM,0.176,0.5868512925,7.953,
9/19/2015,8:00:00 AM,0.782,0.5436655824,9.525,
9/19/2015,9:00:00 AM,1.641,0.412701309,12.648,
9/19/2015,10:00:00 AM,2.147,0.2519185719,15.782,
9/19/2015,11:00:00 AM,2.425,0.1232774391,17.561,
9/19/2015,12:00:00 PM,2.535,0.08196492833,18.694,
9/19/2015,1:00:00 PM,2.487,0.08926866315,19.385,
9/19/2015,2:00:00 PM,2.277,0.1352227316,19.655,
9/19/2015,3:00:00 PM,1.898,0.2032430292,19.554,
9/19/2015,4:00:00 PM,1.35,0.336750229,19.131,
9/19/2015,5:00:00 PM,0.658,0.5408451904,18.224,
9/19/2015,6:00:00 PM,0.049,0.7731819266,15.699,
9/19/2015,7:00:00 PM,0,0.89854266,14.536,
9/19/2015,8:00:00 PM,0,0.8616080253,13.928,
9/19/2015,9:00:00 PM,0,0.7476523636,12.98,
9/19/2015,10:00:00 PM,0,0.6272335662,11.948,
9/19/2015,11:00:00 PM,0,0.3853629673,11.246,
9/19/2015,12:00:00 AM,0,0.4631020558,10.934,
9/20/2015,1:00:00 AM,0,0.3367466598,10.537,
9/20/2015,2:00:00 AM,0,0.3516293051,10.132,
9/20/2015,3:00:00 AM,0,0.3794060556,9.785,
9/20/2015,4:00:00 AM,0,0.3837281134,9.547,
9/20/2015,5:00:00 AM,0,0.4011551193,9.463,
9/20/2015,6:00:00 AM,0,0.4862999032,9.505,
9/20/2015,7:00:00 AM,0.219,0.5076924657,10.862,
9/20/2015,8:00:00 AM,1.012,0.4293702699,13.296,
9/20/2015,9:00:00 AM,1.673,0.3183554968,16.35,
9/20/2015,10:00:00 AM,2.117,0.2044380848,19.412,
9/20/2015,11:00:00 AM,2.385,0.1237278126,20.963,
9/20/2015,12:00:00 PM,2.44,0.1277694498,21.865,
9/20/2015,1:00:00 PM,2.278,0.1172632118,22.082,
9/20/2015,2:00:00 PM,2.09,0.1453475322,22,
9/20/2015,3:00:00 PM,1.823,0.2510085836,21.741,
9/20/2015,4:00:00 PM,1.316,0.3822435941,21.115,
9/20/2015,5:00:00 PM,0.643,0.5818321093,19.67,
9/20/2015,6:00:00 PM,0.05,0.8048964254,16.032,
9/20/2015,7:00:00 PM,0,0.9147107915,13.747,
9/20/2015,8:00:00 PM,0,0.8623022057,12.738,
9/20/2015,9:00:00 PM,0,0.7165824489,12.287,
9/20/2015,10:00:00 PM,0,0.5466186041,11.878,
9/20/2015,11:00:00 PM,0,0.2946226425,11.268,
9/20/2015,12:00:00 AM,0,0.3794223314,10.696,
9/21/2015,1:00:00 AM,0,0.2847702286,10.286,
9/21/2015,2:00:00 AM,0,0.356342677,9.946,
9/21/2015,3:00:00 AM,0,0.3740638404,9.778,
9/21/2015,4:00:00 AM,0,0.4097501227,9.772,
9/21/2015,5:00:00 AM,0,0.4542981811,9.953,
9/21/2015,6:00:00 AM,0,0.5556333999,9.81,
9/21/2015,7:00:00 AM,0.189,0.6887853209,10.299,
9/21/2015,8:00:00 AM,0.807,0.632826676,11.28,
9/21/2015,9:00:00 AM,1.549,0.4695047192,12.281,
9/21/2015,10:00:00 AM,2.066,0.4246746376,13.258,
9/21/2015,11:00:00 AM,2.351,0.3209990823,14.113,
9/21/2015,12:00:00 PM,2.439,0.2387787861,14.671,
9/21/2015,1:00:00 PM,2.323,0.2679271956,14.853,
9/21/2015,2:00:00 PM,2.14,0.3055371454,14.8,
9/21/2015,3:00:00 PM,1.755,0.4017798448,14.473,
9/21/2015,4:00:00 PM,1.25,0.5048926803,13.938,
9/21/2015,5:00:00 PM,0.627,0.7325540317,13.21,
9/21/2015,6:00:00 PM,0.051,1.038850924,11.843,
9/21/2015,7:00:00 PM,0,1.154947839,10.417,
9/21/2015,8:00:00 PM,0,1.140959484,9.961,
9/21/2015,9:00:00 PM,0,0.9759147861,9.663,
9/21/2015,10:00:00 PM,0,0.735617874,9.58,
9/21/2015,11:00:00 PM,0,0.4066784125,9.681,
9/21/2015,12:00:00 AM,0,0.4362058396,9.915,
9/22/2015,1:00:00 AM,0,0.3786445863,10.209,
9/22/2015,2:00:00 AM,0,0.4264010851,10.204,
9/22/2015,3:00:00 AM,0,0.3949148383,9.952,
9/22/2015,4:00:00 AM,0,0.4124307181,9.52,
9/22/2015,5:00:00 AM,0,0.4370428979,9.151,
9/22/2015,6:00:00 AM,0,0.5726872932,8.778,
9/22/2015,7:00:00 AM,0.26,0.6799393895,9.646,
9/22/2015,8:00:00 AM,0.876,0.6051703019,11.112,
9/22/2015,9:00:00 AM,1.556,0.4540588871,12.172,
9/22/2015,10:00:00 AM,2.013,0.3836522816,13.153,
9/22/2015,11:00:00 AM,2.337,0.2995960549,13.996,
9/22/2015,12:00:00 PM,2.508,0.3154242867,14.611,
9/22/2015,1:00:00 PM,2.466,0.3388035961,14.932,
9/22/2015,2:00:00 PM,2.318,0.3591138604,15.016,
9/22/2015,3:00:00 PM,1.955,0.3665003189,14.766,
9/22/2015,4:00:00 PM,1.4,0.5103814491,14.169,
9/22/2015,5:00:00 PM,0.696,0.7733371234,13.184,
9/22/2015,6:00:00 PM,0.06,1.079566542,11.489,
9/22/2015,7:00:00 PM,0,1.244011276,9.956,
9/22/2015,8:00:00 PM,0,1.196023123,9.277,
9/22/2015,9:00:00 PM,0,1.024237855,8.715,
9/22/2015,10:00:00 PM,0,0.7742746686,8.231,
9/22/2015,11:00:00 PM,0,0.4241946601,7.784,
9/22/2015,12:00:00 AM,0,0.465606215,7.39,
9/23/2015,1:00:00 AM,0,0.3361372553,7.014,
9/23/2015,2:00:00 AM,0,0.3478289113,6.604,
9/23/2015,3:00:00 AM,0,0.4008278592,6.158,
9/23/2015,4:00:00 AM,0,0.4142659142,5.743,
9/23/2015,5:00:00 AM,0,0.4571644814,5.36,
9/23/2015,6:00:00 AM,0,0.5979462467,4.995,
9/23/2015,7:00:00 AM,0.342,0.749909803,6.478,
9/23/2015,8:00:00 AM,1.083,0.65361078,8.919,
9/23/2015,9:00:00 AM,1.729,0.4433863161,11.288,
9/23/2015,10:00:00 AM,2.205,0.2881560886,12.736,
9/23/2015,11:00:00 AM,2.489,0.1577989633,14.034,
9/23/2015,12:00:00 PM,2.597,0.1214653426,15.149,
9/23/2015,1:00:00 PM,2.528,0.1348449055,15.915,
9/23/2015,2:00:00 PM,2.303,0.1724323129,16.309,
9/23/2015,3:00:00 PM,1.908,0.2495620129,16.248,
9/23/2015,4:00:00 PM,1.404,0.4136781367,15.748,
9/23/2015,5:00:00 PM,0.697,0.6836403777,14.624,
9/23/2015,6:00:00 PM,0.063,1.025398705,12.213,
9/23/2015,7:00:00 PM,0,1.253498794,10.424,
9/23/2015,8:00:00 PM,0,1.223195692,9.655,
9/23/2015,9:00:00 PM,0,1.065288891,9.057,
9/23/2015,10:00:00 PM,0,0.8079441641,8.542,
9/23/2015,11:00:00 PM,0,0.4470468093,8.107,
9/23/2015,12:00:00 AM,0,0.4630106815,7.711,
9/24/2015,1:00:00 AM,0,0.3790752189,7.367,
9/24/2015,2:00:00 AM,0,0.4030278876,7.012,
9/24/2015,3:00:00 AM,0,0.383529863,6.582,
9/24/2015,4:00:00 AM,0,0.4148086862,6.173,
9/24/2015,5:00:00 AM,0,0.4751562344,5.789,
9/24/2015,6:00:00 AM,0,0.5956619081,5.481,
9/24/2015,7:00:00 AM,0.344,0.7460422762,7.111,
9/24/2015,8:00:00 AM,1.081,0.6753945909,9.604,
9/24/2015,9:00:00 AM,1.725,0.4419753782,11.639,
9/24/2015,10:00:00 AM,2.202,0.286534205,13.052,
9/24/2015,11:00:00 AM,2.495,0.2001287063,14.352,
9/24/2015,12:00:00 PM,2.605,0.2194389838,15.433,
9/24/2015,1:00:00 PM,2.549,0.2334809632,16.146,
9/24/2015,2:00:00 PM,2.335,0.2714338048,16.511,
9/24/2015,3:00:00 PM,1.947,0.3299665023,16.528,
9/24/2015,4:00:00 PM,1.391,0.483290221,16.156,
9/24/2015,5:00:00 PM,0.692,0.7044003814,15.354,
9/24/2015,6:00:00 PM,0.065,0.9915327916,12.9,
9/24/2015,7:00:00 PM,0,1.197983895,11.01,
9/24/2015,8:00:00 PM,0,1.164330407,10.239,
9/24/2015,9:00:00 PM,0,1.006372008,9.634,
9/24/2015,10:00:00 PM,0,0.7625899975,9.118,
9/24/2015,11:00:00 PM,0,0.4546107395,8.672,
9/24/2015,12:00:00 AM,0,0.4964438788,8.218,
9/25/2015,1:00:00 AM,0,0.3712308087,7.695,
9/25/2015,2:00:00 AM,0,0.3883447422,7.037,
9/25/2015,3:00:00 AM,0,0.3814919989,6.479,
9/25/2015,4:00:00 AM,0,0.4221153648,6.123,
9/25/2015,5:00:00 AM,0,0.4677581815,5.898,
9/25/2015,6:00:00 AM,0,0.5799332926,5.703,
9/25/2015,7:00:00 AM,0.356,0.7009456127,7.311,
9/25/2015,8:00:00 AM,1.091,0.5770287167,9.893,
9/25/2015,9:00:00 AM,1.723,0.3603505503,13.315,
9/25/2015,10:00:00 AM,2.202,0.1888389025,15.884,
9/25/2015,11:00:00 AM,2.475,0.06506241615,17.352,
9/25/2015,12:00:00 PM,2.577,0.04623902299,18.414,
9/25/2015,1:00:00 PM,2.522,0.06465988657,19.084,
9/25/2015,2:00:00 PM,2.304,0.111343175,19.405,
9/25/2015,3:00:00 PM,1.919,0.2050069597,19.433,
9/25/2015,4:00:00 PM,1.393,0.3699909298,19.103,
9/25/2015,5:00:00 PM,0.701,0.5673541633,18.207,
9/25/2015,6:00:00 PM,0.069,0.8091253465,15.417,
9/25/2015,7:00:00 PM,0,0.9894332266,13.264,
9/25/2015,8:00:00 PM,0,0.9828269008,12.1,
9/25/2015,9:00:00 PM,0,0.8765027282,11.206,
9/25/2015,10:00:00 PM,0,0.7090205807,10.511,
9/25/2015,11:00:00 PM,0,0.4334055526,9.921,
9/25/2015,12:00:00 AM,0,0.5012574812,9.378,
9/26/2015,1:00:00 AM,0,0.4189360368,8.87,
9/26/2015,2:00:00 AM,0,0.4252592236,8.38,
9/26/2015,3:00:00 AM,0,0.3828616306,7.902,
9/26/2015,4:00:00 AM,0,0.3877996122,7.469,
9/26/2015,5:00:00 AM,0,0.4151402041,7.108,
9/26/2015,6:00:00 AM,0,0.4975865206,6.815,
9/26/2015,7:00:00 AM,0.377,0.5287255484,8.515,
9/26/2015,8:00:00 AM,1.12,0.4632351363,11.073,
9/26/2015,9:00:00 AM,1.747,0.3225098593,14.882,
9/26/2015,10:00:00 AM,2.192,0.1938719328,17.96,
9/26/2015,11:00:00 AM,2.468,0.09150504634,19.198,
9/26/2015,12:00:00 PM,2.577,0.07813705687,20.154,
9/26/2015,1:00:00 PM,2.529,0.1048089,20.873,
9/26/2015,2:00:00 PM,2.319,0.1311737789,21.237,
9/26/2015,3:00:00 PM,1.946,0.2080407534,21.121,
9/26/2015,4:00:00 PM,1.403,0.3437759236,20.627,
9/26/2015,5:00:00 PM,0.718,0.5456231934,19.696,
9/26/2015,6:00:00 PM,0.074,0.7394650975,17.19,
9/26/2015,7:00:00 PM,0,0.8415996935,15.129,
9/26/2015,8:00:00 PM,0,0.8018198952,14.054,
9/26/2015,9:00:00 PM,0,0.7079618913,13.249,
9/26/2015,10:00:00 PM,0,0.5703725964,12.564,
9/26/2015,11:00:00 PM,0,0.3976909927,11.872,
9/26/2015,12:00:00 AM,0,0.4635833548,11.182,
9/27/2015,1:00:00 AM,0,0.3764010882,10.67,
9/27/2015,2:00:00 AM,0,0.4093090289,10.127,
9/27/2015,3:00:00 AM,0,0.3639013091,9.567,
9/27/2015,4:00:00 AM,0,0.3893057165,9.061,
9/27/2015,5:00:00 AM,0,0.4060993897,8.631,
9/27/2015,6:00:00 AM,0,0.4784126587,8.302,
9/27/2015,7:00:00 AM,0.379,0.4819848539,10.167,
9/27/2015,8:00:00 AM,1.11,0.4084569605,13.118,
9/27/2015,9:00:00 AM,1.733,0.2995741541,16.534,
9/27/2015,10:00:00 AM,2.172,0.1880800252,19.783,
9/27/2015,11:00:00 AM,2.445,0.09472605826,21.18,
9/27/2015,12:00:00 PM,2.556,0.06054979261,21.954,
9/27/2015,1:00:00 PM,2.508,0.06888152679,22.343,
9/27/2015,2:00:00 PM,2.302,0.09525405433,22.391,
9/27/2015,3:00:00 PM,1.937,0.1784787053,22.123,
9/27/2015,4:00:00 PM,1.405,0.3234638239,21.525,
9/27/2015,5:00:00 PM,0.725,0.5160990322,20.44,
9/27/2015,6:00:00 PM,0.078,0.7326977542,17.538,
9/27/2015,7:00:00 PM,0,0.8351109366,15.639,
9/27/2015,8:00:00 PM,0,0.7757689792,15.002,
9/27/2015,9:00:00 PM,0,0.6764762996,14.618,
9/27/2015,10:00:00 PM,0,0.5427966822,14.38,
9/27/2015,11:00:00 PM,0,0.3140705828,14.628,
9/27/2015,12:00:00 AM,0,0.3869182853,14.703,
9/28/2015,1:00:00 AM,0,0.2977264236,14.249,
9/28/2015,2:00:00 AM,0,0.3656350684,13.33,
9/28/2015,3:00:00 AM,0,0.3607154408,12.337,
9/28/2015,4:00:00 AM,0,0.36619827,11.344,
9/28/2015,5:00:00 AM,0,0.409109566,10.398,
9/28/2015,6:00:00 AM,0,0.4974142727,9.823,
9/28/2015,7:00:00 AM,0.269,0.557431196,10.909,
9/28/2015,8:00:00 AM,0.893,0.5701689228,12.967,
9/28/2015,9:00:00 AM,1.518,0.4164111051,15.353,
9/28/2015,10:00:00 AM,1.989,0.3075682673,16.865,
9/28/2015,11:00:00 AM,2.235,0.156649162,17.778,
9/28/2015,12:00:00 PM,2.291,0.132548731,18.222,
9/28/2015,1:00:00 PM,2.294,0.1544981541,18.293,
9/28/2015,2:00:00 PM,2.18,0.1840153838,18.01,
9/28/2015,3:00:00 PM,1.853,0.258950621,17.352,
9/28/2015,4:00:00 PM,1.358,0.4044181073,16.34,
9/28/2015,5:00:00 PM,0.701,0.6285213683,14.975,
9/28/2015,6:00:00 PM,0.076,0.870690318,13.186,
9/28/2015,7:00:00 PM,0,1.007229783,11.473,
9/28/2015,8:00:00 PM,0,0.9670085816,10.615,
9/28/2015,9:00:00 PM,0,0.84823798,9.804,
9/28/2015,10:00:00 PM,0,0.6853964044,9.07,
9/28/2015,11:00:00 PM,0,0.4112482229,8.463,
9/28/2015,12:00:00 AM,0,0.456918501,7.982,
9/29/2015,1:00:00 AM,0,0.3460476857,7.607,
9/29/2015,2:00:00 AM,0,0.3943153698,7.273,
9/29/2015,3:00:00 AM,0,0.3857005871,6.969,
9/29/2015,4:00:00 AM,0,0.3804898783,6.737,
9/29/2015,5:00:00 AM,0,0.4576077957,6.576,
9/29/2015,6:00:00 AM,0,0.5604120383,6.56,
9/29/2015,7:00:00 AM,0.355,0.6231132079,8.223,
9/29/2015,8:00:00 AM,0.903,0.5586416901,10.523,
9/29/2015,9:00:00 AM,1.419,0.4652507516,12.073,
9/29/2015,10:00:00 AM,2.063,0.3262783135,13.446,
9/29/2015,11:00:00 AM,2.439,0.2000705894,14.671,
9/29/2015,12:00:00 PM,2.559,0.1694277046,15.581,
9/29/2015,1:00:00 PM,2.51,0.1466639364,16.191,
9/29/2015,2:00:00 PM,2.355,0.1836081815,16.461,
9/29/2015,3:00:00 PM,2.002,0.2505412383,16.336,
9/29/2015,4:00:00 PM,1.42,0.3854837884,15.742,
9/29/2015,5:00:00 PM,0.609,0.6089858755,14.654,
9/29/2015,6:00:00 PM,0.058,0.9082689398,12.957,
9/29/2015,7:00:00 PM,0,1.094866328,11.414,
9/29/2015,8:00:00 PM,0,1.061684615,10.555,
9/29/2015,9:00:00 PM,0,0.9214918779,9.874,
9/29/2015,10:00:00 PM,0,0.6959090775,9.403,
9/29/2015,11:00:00 PM,0,0.4021007962,9.009,
9/29/2015,12:00:00 AM,0,0.4618618153,8.64,
9/30/2015,1:00:00 AM,0,0.3464441605,8.416,
9/30/2015,2:00:00 AM,0,0.3659868784,8.209,
9/30/2015,3:00:00 AM,0,0.3805227778,7.931,
9/30/2015,4:00:00 AM,0,0.3927787822,7.639,
9/30/2015,5:00:00 AM,0,0.4216984531,7.346,
9/30/2015,6:00:00 AM,0,0.5185677641,7.209,
9/30/2015,7:00:00 AM,0.287,0.5986290024,8.685,
9/30/2015,8:00:00 AM,1.007,0.5020707228,10.52,
9/30/2015,9:00:00 AM,1.754,0.3377272908,13.328,
9/30/2015,10:00:00 AM,2.224,0.2200963327,15.981,
9/30/2015,11:00:00 AM,2.5,0.09243204735,17.698,
9/30/2015,12:00:00 PM,2.607,0.07029515457,19.077,
9/30/2015,1:00:00 PM,2.554,0.0881983223,20.079,
9/30/2015,2:00:00 PM,2.346,0.1316249326,20.663,
9/30/2015,3:00:00 PM,1.973,0.2136039533,20.767,
9/30/2015,4:00:00 PM,1.43,0.3537868348,20.372,
9/30/2015,5:00:00 PM,0.744,0.5626406453,19.396,
9/30/2015,6:00:00 PM,0.085,0.7741425442,16.555,
9/30/2015,7:00:00 PM,0,0.9013599088,14.15,
9/30/2015,8:00:00 PM,0,0.8774059459,13.316,
9/30/2015,9:00:00 PM,0,0.7569307964,12.78,
9/30/2015,10:00:00 PM,0,0.5889834115,12.267,
9/30/2015,11:00:00 PM,0,0.3439789755,11.752,
9/30/2015,12:00:00 AM,0,0.4498029752,11.646,
10/1/2015,1:00:00 AM,0,0.3322117837,11.513,
10/1/2015,2:00:00 AM,0,0.3774414201,10.751,
10/1/2015,3:00:00 AM,0,0.3491659952,10.238,
10/1/2015,4:00:00 AM,0,0.3806671827,9.894,
10/1/2015,5:00:00 AM,0,0.4141793029,9.639,
10/1/2015,6:00:00 AM,0,0.505434469,9.489,
10/1/2015,7:00:00 AM,0.376,0.5520453389,11.303,
10/1/2015,8:00:00 AM,1.096,0.4463612622,13.744,
10/1/2015,9:00:00 AM,1.715,0.3073602232,16.686,
10/1/2015,10:00:00 AM,2.159,0.1911749923,19.54,
10/1/2015,11:00:00 AM,2.435,0.07482281417,21.018,
10/1/2015,12:00:00 PM,2.545,0.06285685311,22.151,
10/1/2015,1:00:00 PM,2.498,0.07015078928,23.125,
10/1/2015,2:00:00 PM,2.295,0.1251584406,23.465,
10/1/2015,3:00:00 PM,1.928,0.2190172644,23.205,
10/1/2015,4:00:00 PM,1.396,0.3648761095,22.468,
10/1/2015,5:00:00 PM,0.723,0.5465035221,21.131,
10/1/2015,6:00:00 PM,0.085,0.7474604764,18.006,
10/1/2015,7:00:00 PM,0,0.8503493846,15.519,
10/1/2015,8:00:00 PM,0,0.8149100463,14.551,
10/1/2015,9:00:00 PM,0,0.6868608013,13.856,
10/1/2015,10:00:00 PM,0,0.5338332092,13.32,
10/1/2015,11:00:00 PM,0,0.3234995806,12.764,
10/1/2015,12:00:00 AM,0,0.3873658996,12.179,
10/2/2015,1:00:00 AM,0,0.2952631199,11.595,
10/2/2015,2:00:00 AM,0,0.3416647617,11.01,
10/2/2015,3:00:00 AM,0,0.3608061377,10.532,
10/2/2015,4:00:00 AM,0,0.3560787936,10.15,
10/2/2015,5:00:00 AM,0,0.4064196674,9.856,
10/2/2015,6:00:00 AM,0.001,0.4838000824,9.71,
10/2/2015,7:00:00 AM,0.386,0.5100794064,11.604,
10/2/2015,8:00:00 AM,1.086,0.4366640562,14.465,
10/2/2015,9:00:00 AM,1.689,0.3050092311,18.296,
10/2/2015,10:00:00 AM,2.125,0.1937781881,22.458,
10/2/2015,11:00:00 AM,2.377,0.08988461294,25.18,
10/2/2015,12:00:00 PM,2.475,0.1152168272,26.72,
10/2/2015,1:00:00 PM,2.426,0.1434022227,27.656,
10/2/2015,2:00:00 PM,2.226,0.2005368647,28.115,
10/2/2015,3:00:00 PM,1.87,0.30158555,28.148,
10/2/2015,4:00:00 PM,1.35,0.435437825,27.762,
10/2/2015,5:00:00 PM,0.698,0.6039289678,26.549,
10/2/2015,6:00:00 PM,0.083,0.7374777165,23.529,
10/2/2015,7:00:00 PM,0,0.7902242614,22.256,
10/2/2015,8:00:00 PM,0,0.7372571294,22.679,
10/2/2015,9:00:00 PM,0,0.6344476147,21.732,
10/2/2015,10:00:00 PM,0,0.5003655631,19.812,
10/2/2015,11:00:00 PM,0,0.3319012106,17.893,
10/2/2015,12:00:00 AM,0,0.409943423,17.132,
10/3/2015,1:00:00 AM,0,0.341678999,16.861,
10/3/2015,2:00:00 AM,0,0.3873968448,16.298,
10/3/2015,3:00:00 AM,0,0.3671625993,15.552,
10/3/2015,4:00:00 AM,0,0.3837782559,14.976,
10/3/2015,5:00:00 AM,0,0.4227117619,14.643,
10/3/2015,6:00:00 AM,0.002,0.4742759627,14.325,
10/3/2015,7:00:00 AM,0.41,0.4742674806,16.256,
10/3/2015,8:00:00 AM,1.12,0.3904610116,19.082,
10/3/2015,9:00:00 AM,1.729,0.3034969369,22.261,
10/3/2015,10:00:00 AM,2.151,0.2263910251,25.491,
10/3/2015,11:00:00 AM,2.409,0.148856248,27.41,
10/3/2015,12:00:00 PM,2.51,0.2010023709,28.506,
10/3/2015,1:00:00 PM,2.452,0.230477643,29.009,
10/3/2015,2:00:00 PM,2.255,0.3208577265,29.229,
10/3/2015,3:00:00 PM,1.867,0.4276454646,29.224,
10/3/2015,4:00:00 PM,1.105,0.5841076982,28.735,
10/3/2015,5:00:00 PM,0.34,0.7281532195,26.709,
10/3/2015,6:00:00 PM,0.034,0.8427533129,23.715,
10/3/2015,7:00:00 PM,0,0.8640981441,22.271,
10/3/2015,8:00:00 PM,0,0.7734419486,21.525,
10/3/2015,9:00:00 PM,0,0.6592196875,20.631,
10/3/2015,10:00:00 PM,0,0.5188415923,19.627,
10/3/2015,11:00:00 PM,0,0.3451887043,18.691,
10/3/2015,12:00:00 AM,0,0.4421306568,17.886,
10/4/2015,1:00:00 AM,0,0.3211613866,17.369,
10/4/2015,2:00:00 AM,0,0.3657662764,16.825,
10/4/2015,3:00:00 AM,0,0.3646422647,16.119,
10/4/2015,4:00:00 AM,0,0.3758111534,15.474,
10/4/2015,5:00:00 AM,0,0.3823584136,14.988,
10/4/2015,6:00:00 AM,0.002,0.4309392481,14.563,
10/4/2015,7:00:00 AM,0.378,0.4326954321,16.074,
10/4/2015,8:00:00 AM,1.048,0.3968317896,18.285,
10/4/2015,9:00:00 AM,1.58,0.2908569426,21.021,
10/4/2015,10:00:00 AM,1.958,0.2802537882,23.6,
10/4/2015,11:00:00 AM,1.798,0.1745012733,25.225,
10/4/2015,12:00:00 PM,1.593,0.1880976249,25.924,
10/4/2015,1:00:00 PM,1.674,0.262524851,26.556,
10/4/2015,2:00:00 PM,1.424,0.3937915498,27.002,
10/4/2015,3:00:00 PM,1.229,0.4926761491,27.107,
10/4/2015,4:00:00 PM,0.755,0.5768997912,26.441,
10/4/2015,5:00:00 PM,0.33,0.6587938465,24.612,
10/4/2015,6:00:00 PM,0.043,0.7371805632,21.95,
10/4/2015,7:00:00 PM,0,0.7561277373,20.213,
10/4/2015,8:00:00 PM,0,0.694449482,19.155,
10/4/2015,9:00:00 PM,0,0.5716272154,18.393,
10/4/2015,10:00:00 PM,0,0.4237180983,17.966,
10/4/2015,11:00:00 PM,0,0.2851430465,17.414,
10/5/2015,12:00:00 AM,0,0.3817170098,16.932,
10/5/2015,1:00:00 AM,0,0.2932888157,16.723,
10/5/2015,2:00:00 AM,0,0.3360556548,16.694,
10/5/2015,3:00:00 AM,0,0.361012895,16.75,
10/5/2015,4:00:00 AM,0,0.3775520239,16.999,
10/5/2015,5:00:00 AM,0,0.4091370164,17.135,
10/5/2015,6:00:00 AM,0.003,0.455612361,17.125,
10/5/2015,7:00:00 AM,0.38,0.4442592772,19.102,
10/5/2015,8:00:00 AM,1.046,0.3882577074,21.989,
10/5/2015,9:00:00 AM,1.621,0.331404426,24.954,
10/5/2015,10:00:00 AM,2.046,0.288664148,27.638,
10/5/2015,11:00:00 AM,2.291,0.2814621311,29.784,
10/5/2015,12:00:00 PM,2.393,0.3121843562,31.084,
10/5/2015,1:00:00 PM,2.355,0.4001665696,31.542,
10/5/2015,2:00:00 PM,2.158,0.5142481994,31.577,
10/5/2015,3:00:00 PM,1.769,0.6491435817,31.267,
10/5/2015,4:00:00 PM,1.184,0.8372078142,30.469,
10/5/2015,5:00:00 PM,0.594,1.002130615,28.895,
10/5/2015,6:00:00 PM,0.085,1.035672243,25.742,
10/5/2015,7:00:00 PM,0,0.9840109193,23.743,
10/5/2015,8:00:00 PM,0,0.8857625978,23.112,
10/5/2015,9:00:00 PM,0,0.7266274126,22.25,
10/5/2015,10:00:00 PM,0,0.5620060493,21.585,
10/5/2015,11:00:00 PM,0,0.4238893529,21.089,
10/6/2015,12:00:00 AM,0,0.4992583956,20.209,
10/6/2015,1:00:00 AM,0,0.3853013852,19.395,
10/6/2015,2:00:00 AM,0,0.4436164653,18.871,
10/6/2015,3:00:00 AM,0,0.4648125793,18.619,
10/6/2015,4:00:00 AM,0,0.4416024477,17.997,
